english	hindi
Tejaswi	तेजस्वी
Tejaswini	तेजस्विनी
Teji	तेजी
Thamarai	थमाराई
ThamilSelvi	तामिलसेल्वी
Thanaa	थाना
Thaneesha	थानीषा
Tharaa	तहरा
ThenMoli	थेन्मोली
Thenral	थेंरल
Thulasi	तुलसी
Thumri	ठुमरी
Thuraya	थुराया
Tibna	तिब्ना
Tilaka	तिलका
Tilika	तिलिका
Tilottama	तिलोत्तमा
Timila	तीमिला
Tina	टीना
Tista	तीस्ता
Tisya	तिस्या
Tithi	तिथि
Titiksha	तितिक्षा
Tiya	तिया
Toral	तोरल
Toshani	तोशानी
Toya	तोया
Trariti	त्रृति
Trayi	तराई
Treya	त्रेया
Triambika	त्रिंबिका
Tribhuvaneshwari	त्रिभुवनेश्वरी
Tridhara	त्रिधरा
Tridiva	त्रिदिवा
Triguna	त्रिगूना
Triguni	त्रीगूनी
Trijagati	त्रिजगति
Trikaya	त्रिकाया
Trilochana	त्रिलोचना
Trinayani	त्रिनयनी
Trinetra	त्रिनेत्र
Triparna	त्रिपर्ना
Tripta	त्रिप्ता
Tripti	तृप्ति
Tripura	त्रिपुरा
Tripurasundari	त्रिपुरसुंदरी
Tripuri	त्रिपुरी
Triputa	त्रिपुता
Trisha	तृषा
Trishala	त्रिशाला
Trishna	त्रिष्णा
Trishona	त्रिशोना
Trishulini	त्रिशुलिनी
Triti	त्रिती
Triveni	त्रिवेणी
Triya	त्रिया
Triyama	त्रियमा
Trupti	तृप्ति
Trusha	तृषा
Tuhi	तुही
Tuhina	तूहीना
Tulasi	तुलसी
Tulika	तुलिका
Tulsi	तुलसी
Tulya	तुल्या
Turanya	तुरन्या
Turvi	तुर्वी
Turya	तुर्या
Tusharkana	तुशारकाना
Tushita	तुशिता
Tusti	तुस्ती
Tvarika	त्वारीका
Tvarita	त्वरिता
Tvesa	त्वेसा
Tvisha	तविषा

adah	उबादः
Ubaidah	उबैदाह
Ubay	उबय
Udar	उदार
Uday	उदय
Udayachal	उदयाचल
Udayan	उदयन
Udayasooriyan	उदयसूरियाँ
Uddhar	उद्धार
Uddhav	उद्धव
Udeep	उदीप
Udit	उदित
Udyam	उद्यम
Udyan	उदयन
Ujagar	उजागर
Ujala	उजाला
Ujesh	उजेश
Ujwal	उज्वल
Ulagan	उलगन
Ulagappan	उलगाप्पन
Ulhas	उल्हास
Umaarah	उमारह
Umair	उमिर
Umanand	उमानंद
Umang	उमंग
Umaprasad	उमाप्रसाद
Umar	उमर
Umashankar	उमाशंकर
Umed	उमेद
Umesh	उमेश
Umrao	ओमराव
Unmaivilambi	उनमाइवीलंबी
Unmesh	उन्मेश
Unnat	उन्नत
Upagupta	उपागुप्ता
Upamanyu	उपमन्यु
Upendra	उपेन्द्र
Uqbah	उक्बह
Urjita	उर्जीता
Usaamah	उसामः
Usama	उसमा
Ushakanta	उषा कांता
Usman	ओस्मन
Utanka	उतंका
Utbah	उत्बह
Utkarsh	उत्कर्ष
Utkarsha	उत्कर्षा
Utpal	उत्पल
Utsav	उत्सव
Uttal	उत्तल
Uttam	उत्तम
Uttar	उत्तर
Uttiya	उत्तिया
Ubika	उबिका
Ucchal	उच्चल
Udantika	उदान्तिका
Udaya	उदया
Udbala	उदबला
Udgita	उद्गिता
Udichi	उदीची
Udipti	उदिप्ती
Udita	उदीता
Uditi	उदीती
Udyati	उदयति
Ujas	उजास
Ujhala	उज्हाला
Ujjanini	उज्जानिनी
Ujjayini	उज्जयिनी
Ujjwala	उज्जवाला
Ujjwala	उज्ज्वला
Ujwala	उज्वाला
Ulka	उल्का
Ullupi	उल्लुपी
Ulupi	उलुपी
Uma	उमा
Umika	उमिका
Umm-e-abeeha	उम्म-ऐ-अबीहा
Umm-ul-banin	उम्म-उल-बनीं
Umrao	उमराव
Unma	उन्मा
Unnati	उन्नति
Unni	उन्नी
Upada	उपदा
Upala	उपाला
Upama	उपमा
Upasana	उपासना
Ura	यूरा
Urishilla	उरिशिल्ला
Urishita	उरिशिता
Urja	उर्जा
Urmi	उर्मी
Urmika	उर्मिका
Urmila	उर्मिला
Urmimala	उर्मिमाला
Urna	अर्ना
Urshita	उर्शिता
Urvashi	उर्वशी
Urvasi	उर्वसी
Urvi	उर्वी
Usha	उषा
Ushakiran	उषाकिरण
Ushalakshi	उशालाक्षी
Ushashi	उषाशि
Ushi	उशी
Ushma	उष्मा
Ushta	उश्ता
Usra	उस्रा
Usri	उसरी
Utalika	उतालिका
Uthami	उथामी
Utpala	उत्पल
Utpalakshi	उत्पलाक्षी
Utpalini	उत्पालिनी
Utpatti	उत्पत्ति
Utsa	उत्सा
Utsavi	उत्सवी
Uttara	उत्तरा
Vaasavadatta	वासवादात्ता
Vachan	वचन
Vachaspati	वाचस्पति
Vadin	वादीन
Vadish	वादिश
Vagesh	वागीश
Vagindra	वागिन्द्र
Vagish	वागीश
Vahin	वहीं
Vaibhav	वैभव
Vaidyanath	वैद्यनाथ
Vaijayi	विजयी
Vaijnath	वैजनाथ
Vaikartan	वैकर्तन
Vaikhan	वैखन
Vaikunth	वैकुंठ
Vaikunth-nath	वैकुण्ठ-नाथ
Vainavin	वैनाविन
Vairaj	विराज
Vairaja	विरजा
Vairat	विरत
Vairinchya	वैरिंच्या
Vairochan	वैरोचन
Vaisaka	वैसका
Vaishant	वैशंत
Vaishwanar	वैश्वानर
Vaiwaswat	वैवस्वत
Vajasani	वजसनी
Vajendra	वजेंद्र
Vajra	वज्र
Vajrabahu	वज्रबाहू
Vajradhar	वज्राधर
Vajrahast	वज्रहस्त
Vajrajit	वज्राजित
Vajrakaya	वज्राकाया
Vajraksha	वज्रक्षा
Vajramani	वज्रमानी
Vajrang	वजरांग
Vajrapani	वज्रपानी
Vajrin	वज्रिन
Vakpati	वाक्पति
Vakrabhuj	वक्रभुज
Vakratund	वक्रतुण्ड
Valak	वलाक
Valavan	वलावन
Vallabh	वल्लभ
Valmeki	वाल्मीकि
Valmik	वाल्मीकि
Valmiki	वाल्मीकि
Vamadev	वामदेव
Vaman	वामन
Vamdev	वामदेव
Vamsi	वाम्सी
Vamsidhar	वाम्सिधर
Vamsikrishna	वंसिकृष्ण
Vanabihari	वनाबिहारी
Vanad	वनद
Vanadev	वनदेव
Vanajit	वनजीत
Vanamalin	वनामलिन
Vandan	वंदन
Vani	वाणी
Vanij	वनिज
Vaninadh	वनिनाध
Vaninath	वानिनाथ
Vanmali	वनमाली
Van-raj	वन-राज
Vansh	वंश
Vansheedhar	वंशीधर
Vanshya	वन्ष्य
Varad	वरद
Varadaraj	वरदराज
Varah	वराह
Varahamihir	वराहमिहिर
Vardhaman	वर्धमान
Vardhan	वर्धन
Varendra	वरेन्द्र
Varesh	वरेष
Vareshvar	वरेश्वर
Varid	वारिद
Varidhvaran	वारिध्वरण
Varij	वारिज़
Varin	वरिन
Varindra	वरिन्द्र
Varish	वारीश
Variya	वरिया
Variyas	वरियास
Vartanu	वर्ताणु
Varun	वरुण
Varunesh	वरुनेश
Vasant	वसंत
Vasantamalika	वासंतामालिका
Vasav	वासव
Vasava	वासवा
Vasavaj	वासवज
Vashisht	वशिष्ट
Vasistha	वसिस्ठा
Vasu	वासू
Vasudev	वासुदेव
Vasuki	वासुकी
Vasuman	वासुमन
Vasumat	वसुमत
Vasumitr	वसुमित्र
Vasupati	वसुपति
Vasur	वसुर
Vasuroop	वसुरूप
Vasusen	वसुसेन
Vatatmaj	वातत्माज
Vatradhara	वत्रधरा
Vatsa	वत्स
Vatsal	वत्सल
Vatsapal	वत्सपल
Vatsar	वत्सर
Vatsin	वत्सिन
Vatsyayan	वात्स्यायन
Vaydeesh	वयदीश
Vayu	वायु
Vayujat	वयुजत
Vayun	वायुन
Vayunand	वयुनंद
Vayya	वय्या
Ved	वेद
Vedanga	वेदांगा
Vedant	वेदांत
Vedaprakash	वेदप्रकाश
Vedatman	वेदात्मन
Vedatmane	वेदात्मने
Vedavrata	वेदव्रता
Vedbhushan	वेदभुशन
Vedesh	वेदेश
Vedmohan	वेद मोहन
Vedprakash	वेदप्रकाश
Ved-vyas	वेद-व्यास
Veekshith	वीक्षिथ
Veer	वीर
Veera	वीरा
Veerbhadra	वीरभद्र
Veerendra	वीरेंद्र
Veerottam	वीरोत्तम
Velan	वेलन
Venavir	वेनाविर
Vendan	वेंदन
Vengai	वेंगाई
Veni	वेनी
Venimadhav	वेनिमाधव
Venkat	वेंकट
Venkataramananandan	वेंकतारामानानान्दन
Venkatesh	वेंकटेश
Venu	वेणु
Venugopal	वेणुगोपाल
Venumadhav	वेनुमाधव
Vetrival	वेत्रिवाल
Veydant	वेदान्त
Viamrsh	वियामर्श
Vibhakar	विभाकर
Vibhas	विभास
Vibhat	विभात
Vibhavasu	विभावासु
Vibhishan	विभीशन
Vibhor	विभोर
Vibhu	विभू
Vibhumat	विभुमत
Vibhusnu	विभुस्णु
Vibhut	विभुत
Vibodh	विबोध
Vidarbh	विदर्भ
Videh	विदेह
Vidhatru	विधात्रू
Vidhesh	विधेश
Vidhu	विधु
Vidhyadhar	विद्याधर
Vidip	विदिप
Vidit	विदित
Vidojas	विदोजास
Vidur	विदूर
Vidvan	विद्वान्
Vidvatam	विद्वातम
Vidyacharan	विद्याचरण
Vidyadhar	विद्याधर
Vidyaranya	विद्यारान्य
Vidyasagar	विद्यासागर
Vidyut	विद्युत
Vighnajit	विघ्नाजित
Vighnaraj	विघ्नाराज
Vighnesh	विगनेश
Vighneshwar	विघ्नेश्वर
Vigrah	विग्रह
Vihan	विहान
Vihang	विहंग
Vihanga	विहंगा
Vijay	विजय
Vijayant	विजयंत
Vijayarathna	विजयाराथ्ना
Vijayendra	विजयेन्द्र
Vijayesh	विजयेश
Vijayketu	विजयकेतु
Vijender	विजेंदर
Vijendra	विजेंद्र
Vijigeesh	विजीगीश
Vijval	विज्वल
Vikarnan	विकर्नन
Vikas	विकास
Vikat	विकात
Vikern	विकर्ण
Vikesh	विकेश
Vikram	विक्रम
Vikramaditya	विक्रमादित्य
Vikramajit	विक्रमाजीत
Vikramendra	विक्रमेन्द्र
Vikramin	विक्रमिन
Vikrant	विक्रांत
Vikranta	विक्रांता
Viksar	विकसर
Vikunth	विकुंठ
Vilas	विलास
Vilochan	विलोचन
Vilohit	विलोहित
Vilok	विलोक
Vilokan	विलोकन
Vimal	विमल
Vimaladitya	विमलादित्य
Vimalmani	विमलमानी
Vimridh	विमृध
Vinahast	विनाहस्त
Vinamr	विनम्र
Vinay	विनय
Vinayak	विनायक
Vineet	विनीत
Vinesh	विनेश
Vinil	विनिल
Vinochan	विनोचन
Vinod	विनोद
Vinoo	विनू
Vipan	विपन
Vipaschit	विपश्चित
Vipin	विपिन
Vipinbehari	विपिनबेहरी
Viplab	विप्लब
Viplav	विप्लव
Vipra	विप्रा
Vipreet	विपरीत
Vipul	विपुल
Vir	वीर
Virabhadra	वीरभद्र
Viraj	विराज
Viral	विरल
Viranath	विरनाथ
Viranchi	विरांची
Virasana	विरासना
Virat	विराट
Virbhanu	विरभानु
Virendra	वीरेन्द्र
Viresh	विरेश
Vireshvar	वीरेश्वर
Virikvas	विरीक्वास
Virinchi	विरिंची
Virochan	विरोचन
Virudh	विरुद्ध
Virurch	विरुर्च
Visamaksh	विसमक्ष
Vishakh	विशाख
Vishal	विशाल
Vishalaksh	विशालाक्ष
Vishalya	विशल्य
Vishantak	विशान्तक
Vishatan	विशातन
Vishesh	विशेष
Vishikh	विशिख
Vishnahpu	विश्नाह्पू
Vishnu	विष्णु
Vishnudutt	विश्नुदुत्त
Vishodhan	विशोधन
Vishram	विश्राम
Vishresh	विश्रेश
Vishruth	विश्रुथ
Vishtasp	विश्तास्प
Vishv	विश्व
Vishva	विश्वा
Vishvadev	विश्वदेव
Vishvadhar	विश्वधर
Vishvag	विश्वाग
Vishvahetu	विश्वहेतु
Vishvajit	विश्वजीत
Vishvakarma	विश्वकर्मा
Vishvaketu	विश्वकेतु
Vishvam	विश्वम
Vishvamitra	विश्वामित्र
